City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
333,beoumi,7.6736,-5.5764,23.89,80,100,1.94,CI,['dt']
334,weno,7.4515,151.8468,30.97,79,100,3.09,FM,['dt']
335,taoudenni,22.6783,-3.9836,25.44,16,9,4.35,ML,['dt']
336,east tamworth,-31.0894,150.9436,27.77,39,75,2.57,AU,['dt']
337,hasaki,35.7333,140.8333,20.26,60,74,8.1,JP,['dt']
338,oranjemund,-28.55,16.4333,13.88,97,37,3.98,NA,['dt']
339,constantia,44.1833,28.65,0.39,81,9,6.09,RO,['dt']
340,smidovich,48.6,133.8167,-2.22,90,100,1.48,RU,['dt']
341,beidao,34.5686,105.8933,7.16,66,100,0.3,CN,['dt']
342,sola,-13.8833,167.55,30.37,74,40,3.09,VU,['dt']
343,saba,15.4667,-86.25,22.88,99,100,3.11,HN,['dt']
344,buala,-8.145,159.5921,29.55,69,23,2.57,SB,['dt']
345,albert lea,43.648,-93.3683,7.77,93,0,2.06,US,['dt']
346,black point,-34.6187,137.8972,30.12,21,66,11.94,AU,['dt']
347,dudinka,69.4058,86.1778,-19.24,96,100,8.28,RU,['dt']
348,yarmouth,41.7057,-70.2286,11.21,50,40,9.39,US,['dt']
349,goynuk,40.4003,30.7883,8.03,95,100,2.03,TR,['dt']
350,san clemente del tuyu,-36.3569,-56.7235,20.61,79,8,7.43,AR,['dt']
351,noshiro,40.2039,140.0242,4.46,48,0,2.1,JP,['dt']
352,sake,-1.5736,29.045,16.58,95,99,0.74,CD,['dt']
353,belyy yar,53.6039,91.3903,-1.06,64,0,7.0,RU,['dt']
354,bengkulu,-3.8004,102.2655,26.36,84,100,1.06,ID,['dt']
355,igrim,63.1906,64.4162,-3.19,96,100,4.13,RU,['dt']
356,dali,25.7,100.1833,11.68,74,2,0.2,CN,['dt']
357,lagunillas,10.1301,-71.2595,26.38,80,0,4.32,VE,['dt']
358,fuerte olimpo,-21.0415,-57.8738,27.19,37,34,0.73,PY,['dt']
